created_at,clean_text,sentiment,subjectivity,polarity
Sat Nov 02 11:22:00 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:21:52 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:21:48 +0000 2019,new vid bradford career series -5 pm cant guarantee earlier one however try get for…,"Sentiment(polarity=0.06818181818181818, subjectivity=0.4772727272727273)",0.4772727272727273,0.06818181818181818
Sat Nov 02 11:21:41 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:21:39 +0000 2019,i get w someone elain playing drop back full game even behind remotely f…,"Sentiment(polarity=-0.11000000000000001, subjectivity=0.37)",0.37,-0.11000000000000001
Sat Nov 02 11:21:38 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:21:33 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:21:21 +0000 2019,it 's v today top spot offer winners are passionate fan of…,"Sentiment(polarity=0.225, subjectivity=0.675)",0.675,0.225
Sat Nov 02 11:21:17 +0000 2019,after scoring try beating five defenders player match gaël fickou …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:21:15 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:21:04 +0000 2019,swordfish the best op gun in black ops call of duty game play to watch full video click link,"Sentiment(polarity=0.19583333333333333, subjectivity=0.42083333333333334)",0.42083333333333334,0.19583333333333333
Sat Nov 02 11:20:53 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:20:49 +0000 2019,i call competitive fifa player 🤡 for real tho i 'm really time low right used best poss…,"Sentiment(polarity=0.33714285714285713, subjectivity=0.3271428571428572)",0.3271428571428572,0.33714285714285713
Sat Nov 02 11:20:46 +0000 2019,i 'm live right drop hang bit chat awhile ... ..,"Sentiment(polarity=0.21103896103896103, subjectivity=0.5178571428571428)",0.5178571428571428,0.21103896103896103
Sat Nov 02 11:20:42 +0000 2019,congratulations brodie retallick player match metres made forward…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:20:26 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:20:22 +0000 2019,talking point what are you playing this weekend issue …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:20:21 +0000 2019,short stream tonight live,"Sentiment(polarity=0.06818181818181818, subjectivity=0.4)",0.4,0.06818181818181818
Sat Nov 02 11:20:18 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:20:14 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:20:00 +0000 2019,just packed fuckkkkk,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:19:46 +0000 2019,i thought duane cokanasiga,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:19:37 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:19:29 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:19:28 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:19:27 +0000 2019,nioh beta gameplay …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:19:26 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:19:25 +0000 2019,welcome german community series lan good luck contenders we give news right here …,"Sentiment(polarity=0.4464285714285714, subjectivity=0.5089285714285714)",0.5089285714285714,0.4464285714285714
Sat Nov 02 11:19:24 +0000 2019,saving loads blastronauts new 'turbo edition mode 'save the colony coming amp …,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.45454545454545453,0.13636363636363635
Sat Nov 02 11:19:23 +0000 2019,poll will you be buying death stranding https…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:19:22 +0000 2019,r6 gcs ps4 lan,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:19:21 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:19:20 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:19:15 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:19:10 +0000 2019,fast k fp giveaway rt this+like follow us double check winner enough rts or…,"Sentiment(polarity=0.06666666666666667, subjectivity=0.3666666666666667)",0.3666666666666667,0.06666666666666667
Sat Nov 02 11:19:08 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:19:01 +0000 2019,why ea would change shooting beyond imagining hit post times games row but nice…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:18:32 +0000 2019,you came darkness looking knowledge ... ⁦⁩,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:18:26 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:18:24 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:18:23 +0000 2019,-4 took l 's delay you love see,"Sentiment(polarity=0.5, subjectivity=0.6)",0.6,0.5
Sat Nov 02 11:18:21 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:18:17 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:18:15 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:18:09 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:18:06 +0000 2019,i pick which think makes trophy one kind,"Sentiment(polarity=0.6, subjectivity=0.9)",0.9,0.6
Sat Nov 02 11:18:05 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:18:01 +0000 2019,which players add club answers,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:17:58 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:17:53 +0000 2019,i pick which think makes trophy one kind,"Sentiment(polarity=0.6, subjectivity=0.9)",0.9,0.6
Sat Nov 02 11:17:49 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:17:46 +0000 2019,saving loads blastronauts new 'turbo edition mode 'save the colony coming amp …,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.45454545454545453,0.13636363636363635
Sat Nov 02 11:17:39 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:17:32 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:17:29 +0000 2019,i 've got plans would guys like see next,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:17:27 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:17:25 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:17:23 +0000 2019,saving loads blastronauts new 'turbo edition mode 'save the colony coming amp …,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.45454545454545453,0.13636363636363635
Sat Nov 02 11:17:22 +0000 2019,nearly ... think going win trophy biggest game …,"Sentiment(polarity=0.16666666666666666, subjectivity=0.4000000000000001)",0.4000000000000001,0.16666666666666666
Sat Nov 02 11:17:16 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:17:13 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:17:10 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:17:09 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:17:08 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:17:07 +0000 2019,good morning i wish great gaming weekend much kills …,"Sentiment(polarity=0.5666666666666667, subjectivity=0.5166666666666667)",0.5166666666666667,0.5666666666666667
Sat Nov 02 11:17:05 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:17:04 +0000 2019,nearly ... think going win trophy biggest game …,"Sentiment(polarity=0.16666666666666666, subjectivity=0.4000000000000001)",0.4000000000000001,0.16666666666666666
Sat Nov 02 11:16:55 +0000 2019,you came darkness looking knowledge ... ⁦⁩,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:16:54 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:53 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:49 +0000 2019,so pleased see i made official channel really proud frantic s…,"Sentiment(polarity=0.65, subjectivity=1.0)",1.0,0.65
Sat Nov 02 11:16:45 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:40 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:27 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:23 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:21 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:20 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:18 +0000 2019,saving loads blastronauts new 'turbo edition mode 'save the colony coming amp …,"Sentiment(polarity=0.13636363636363635, subjectivity=0.45454545454545453)",0.45454545454545453,0.13636363636363635
Sat Nov 02 11:16:17 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:16 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:11 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:10 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:09 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:08 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:07 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:06 +0000 2019,we 're weeks launch civilization vi eansion bundle including rise amp fall gat…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:16:04 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:16:03 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:53 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:52 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:51 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:50 +0000 2019,anniversaire n°3 follow+rt gagnez jeux sur days gone blood and truth readyset heroes offert…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:15:48 +0000 2019,i pick which think makes trophy one kind,"Sentiment(polarity=0.6, subjectivity=0.9)",0.9,0.6
Sat Nov 02 11:15:47 +0000 2019,a perfect hat-trick burnley sees named team week https /…,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0
Sat Nov 02 11:15:46 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:45 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:42 +0000 2019,congratulations brodie retallick player match metres made forward…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:15:41 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:39 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:38 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:35 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:34 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:31 +0000 2019,ending night -0 rec nite i ball hog tho people twitter dont play w says 🤡 …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:15:30 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:29 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:18 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:14 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:10 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:15:09 +0000 2019,some overnight sales hoping good content today,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.6000000000000001,0.7
Sat Nov 02 11:15:05 +0000 2019,cpl our official discord join updated everything become manager ⁦…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:14:59 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:14:58 +0000 2019,i looking forward update 6 unfortunately game remains unplayable legacy defending w…,"Sentiment(polarity=-0.4, subjectivity=0.55)",0.55,-0.4
Sat Nov 02 11:14:45 +0000 2019,after huge game duane vermeulen ＠mastercard player match rugby world cup final carries …,"Sentiment(polarity=1.850371707708594e-17, subjectivity=0.7666666666666666)",0.7666666666666666,1.850371707708594e-17
Sat Nov 02 11:14:40 +0000 2019,congratulations brodie retallick player match metres made forward…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:14:38 +0000 2019,perfect day stay indoors playing add jeffitos 󠁧󠁢󠁥󠁮󠁧󠁿,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0
Sat Nov 02 11:14:32 +0000 2019,a classic moment 🤣,"Sentiment(polarity=0.16666666666666666, subjectivity=0.16666666666666666)",0.16666666666666666,0.16666666666666666
Sat Nov 02 11:14:24 +0000 2019,nearly ... think going win trophy biggest game …,"Sentiment(polarity=0.16666666666666666, subjectivity=0.4000000000000001)",0.4000000000000001,0.16666666666666666
Sat Nov 02 11:14:23 +0000 2019,player couch coop 'turbo edition frantic in survival mode 've got watch…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:14:19 +0000 2019,nioh beta gameplay …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:14:18 +0000 2019,episode mins away,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:14:14 +0000 2019,i looking forward update 6 unfortunately game remains unplayable legacy defending…,"Sentiment(polarity=-0.4, subjectivity=0.55)",0.55,-0.4
Sat Nov 02 11:14:08 +0000 2019,ending night -0 rec nite i ball hog tho people twitter dont play w says 🤡 …,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:14:01 +0000 2019,still looking forward playing looked forward game let regr…,"Sentiment(polarity=-0.4, subjectivity=0.4)",0.4,-0.4
Sat Nov 02 11:13:58 +0000 2019,player couch coop 'turbo edition frantic in survival mode 've got watch…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:13:52 +0000 2019,just uploaded ambitious video ever ... opened packs went football game first…,"Sentiment(polarity=-0.07500000000000001, subjectivity=0.575)",0.575,-0.07500000000000001
Sat Nov 02 11:13:21 +0000 2019,congratulations brodie retallick player match metres made forward…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:13:16 +0000 2019,player couch coop 'turbo edition frantic in survival mode 've got wa…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:13:02 +0000 2019,congratulations brodie retallick player match metres made forward…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:13:00 +0000 2019,upcoming tournaments time edt :30am -- 1v1-gunfight-1nd-5creds am-na-2v2-snd-1nd-5creds am…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:12:35 +0000 2019,a perfect hat-trick burnley sees named team week https /…,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0
Sat Nov 02 11:12:30 +0000 2019,dear one time everyone suppose luck two times o…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:12:29 +0000 2019,welcome german community series lan good luck contenders we give news right here …,"Sentiment(polarity=0.4464285714285714, subjectivity=0.5089285714285714)",0.5089285714285714,0.4464285714285714
Sat Nov 02 11:11:47 +0000 2019,time tweet,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:11:45 +0000 2019,congratulations brodie retallick player match metres made forward…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:11:41 +0000 2019,bucks -- -- -- -- rt good deal like like …,"Sentiment(polarity=0.7, subjectivity=0.6000000000000001)",0.6000000000000001,0.7
Sat Nov 02 11:11:32 +0000 2019,sniping filter quality silver league la liga position lb max buy now sell for a min of lots poping on follo…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:11:29 +0000 2019,i ’ show son i ’ father,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:10:53 +0000 2019,congratulations brodie retallick player match metres made forward…,"Sentiment(polarity=0.0, subjectivity=0.0)",0.0,0.0
Sat Nov 02 11:10:52 +0000 2019,a perfect hat-trick burnley sees named team week https /…,"Sentiment(polarity=1.0, subjectivity=1.0)",1.0,1.0
Sat Nov 02 11:10:28 +0000 2019,acknowledging sam underhill tom curry massive respect,"Sentiment(polarity=0.0, subjectivity=1.0)",1.0,0.0
Sat Nov 02 11:10:20 +0000 2019,fast k fp giveaway rt this+like follow us double check winner enough rts or…,"Sentiment(polarity=0.06666666666666667, subjectivity=0.3666666666666667)",0.3666666666666667,0.06666666666666667
Sat Nov 02 11:09:54 +0000 2019,playing rivals today feels incredible gameplay quick win tackles lose everything seems t…,"Sentiment(polarity=0.6777777777777777, subjectivity=0.6)",0.6,0.6777777777777777
Sat Nov 02 11:09:09 +0000 2019,i fuckin love antoine griezmann in this gameeeee,"Sentiment(polarity=0.5, subjectivity=0.6)",0.6,0.5
Sat Nov 02 11:08:56 +0000 2019,i pick which think makes trophy one kind,"Sentiment(polarity=0.6, subjectivity=0.9)",0.9,0.6
